Brand,Model_No,SubmitStatus,Config,Country,Power Input (kW),Cooling Capacity (kW),Refrigerant,Type,Variable Output Compressor,IMG
GREE,GWH15QD-K6DNA1D/I / GWH15QD-K6DNA1A/O,Approved,Non Ducted,China,1.11,4.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a326760579?text=GREEGWH15QD-K6DNA1D/I / GWH15QD-K6DNA1A/O
GREE,GWH15QD-K6DNC8D/I / GWH15QD-K6DNA1A/O,Approved,Non Ducted,China,1.11,4.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=GREEGWH15QD-K6DNC8D/I / GWH15QD-K6DNA1A/O
GREE,GWH15QD-K6DN***/I / GWH15QD-K6DNA1A/O,Approved,Non Ducted,China,1.11,4.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=GREEGWH15QD-K6DN***/I / GWH15QD-K6DNA1A/O
GREE,GMV-HY120WLT/A-K(A)/GMV-ND28T/A-T,Approved,Non Ducted,China,3.35,12,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c199919c18?text=GREEGMV-HY120WLT/A-K(A)/GMV-ND28T/A-T
DAIKIN,FDYQ71LB / RZQS71A,Approved,Ducted,Thailand;Australia,2.05,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a115a07de?text=DAIKINFDYQ71LB / RZQS71A
DAIKIN,FDYQ100LB / RZQS100A,Approved,Ducted,Thailand;Australia,2.69,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff798dab72?text=DAIKINFDYQ100LB / RZQS100A
DAIKIN,FDYQ100LB / RZQS100AY,Approved,Ducted,Thailand,2.69,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e10?text=DAIKINFDYQ100LB / RZQS100AY
Diamond,WV023,Approved,Ducted,Australia,5.77,23.08,R407C,Cooling Only,,http://via.placeholder.com/150/26edd154fc499?text=DiamondWV023
ACTRON AIR,CAY620T / ELY620T,Approved,Ducted,Australia,20.348,61,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/e58aab409d82?text=ACTRON AIRCAY620T / ELY620T
GREE,GWH12ABA-K6DNA1B/I / GWH12ABA-K6DNA1B/O,Approved,Non Ducted,China,0.72,3.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd54?text=GREEGWH12ABA-K6DNA1B/I / GWH12ABA-K6DNA1B/O
GREE,GWH12ABA-K6DNB2B/I / GWH12ABA-K6DNA1B/O,Approved,Non Ducted,China,0.72,3.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c151133b58?text=GREEGWH12ABA-K6DNB2B/I / GWH12ABA-K6DNA1B/O
GREE,GWH12ABA-K6DNC8B/I / GWH12ABA-K6DNA1B/O,Approved,Non Ducted,China,0.72,3.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62445ca7c34?text=GREEGWH12ABA-K6DNC8B/I / GWH12ABA-K6DNA1B/O
GREE,GWH12ABA-K6DN***/I / GWH12ABA-K6DNA1B/O,Approved,Non Ducted,China,0.72,3.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b1313edcd?text=GREEGWH12ABA-K6DN***/I / GWH12ABA-K6DNA1B/O
GREE,GMV-HY140WLT/A-K(A)/GMV-ND28T/A-T,Approved,Non Ducted,China,4.2,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11939014b10?text=GREEGMV-HY140WLT/A-K(A)/GMV-ND28T/A-T
GREE,GWH18QE-K6DNA1D/I / GWH18QE-K6DNA1D/O,Approved,Non Ducted,China,1.13,5.2,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473487?text=GREEGWH18QE-K6DNA1D/I / GWH18QE-K6DNA1D/O
GREE,GWH18QE-K6DNB2D/I / GWH18QE-K6DNA1D/O,Approved,Non Ducted,China,1.13,5.2,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=GREEGWH18QE-K6DNB2D/I / GWH18QE-K6DNA1D/O
GREE,GWH18QE-K6DNC8D/I / GWH18QE-K6DNA1D/O,Approved,Non Ducted,China,1.13,5.2,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a48?text=GREEGWH18QE-K6DNC8D/I / GWH18QE-K6DNA1D/O
GREE,GWH18QE-K6DN***/I / GWH18QE-K6DNA1D/O,Approved,Non Ducted,China,1.13,5.2,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd12?text=GREEGWH18QE-K6DN***/I / GWH18QE-K6DNA1D/O
GREE,GWH21QE-K6DNA1A/I / GWH21QE-K6DNA1A/O,Approved,Non Ducted,China,1.51,6.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb17?text=GREEGWH21QE-K6DNA1A/I / GWH21QE-K6DNA1A/O
GREE,GWH21QE-K6DNB2A/I / GWH21QE-K6DNA1A/O,Approved,Non Ducted,China,1.51,6.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d73102b04e?text=GREEGWH21QE-K6DNB2A/I / GWH21QE-K6DNA1A/O
GREE,GWH21QE-K6DNC8A/I / GWH21QE-K6DNA1A/O,Approved,Non Ducted,China,1.51,6.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a322394c8c?text=GREEGWH21QE-K6DNC8A/I / GWH21QE-K6DNA1A/O
GREE,GWH21QE-K6DN***/I / GWH21QE-K6DNA1A/O,Approved,Non Ducted,China,1.51,6.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f54?text=GREEGWH21QE-K6DN***/I / GWH21QE-K6DNA1A/O
GREE,GWH09ABA-K6DNA1B/I / GWH09ABA-K6DNA1B/O,Approved,Non Ducted,China,0.463,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=GREEGWH09ABA-K6DNA1B/I / GWH09ABA-K6DNA1B/O
GREE,GWH09ABA-K6DNB2B/I / GWH09ABA-K6DNA1B/O,Approved,Non Ducted,China,0.463,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=GREEGWH09ABA-K6DNB2B/I / GWH09ABA-K6DNA1B/O
GREE,GWH09ABA-K6DNC8B/I / GWH09ABA-K6DNA1B/O,Approved,Non Ducted,China,0.463,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a326760579?text=GREEGWH09ABA-K6DNC8B/I / GWH09ABA-K6DNA1B/O
GREE,GWH09ABA-K6DN***/I / GWH09ABA-K6DNA1B/O,Approved,Non Ducted,China,0.463,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=GREEGWH09ABA-K6DN***/I / GWH09ABA-K6DNA1B/O
PANASONIC,S-125PU2E5A/U-125PE1R5A,Approved,Non Ducted,China,3.37,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=PANASONICS-125PU2E5A/U-125PE1R5A
Toshiba,RAS-30BKVS-A / RAS-30BAVS-A,Approved,Non Ducted,China,2.45,8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c199919c18?text=ToshibaRAS-30BKVS-A / RAS-30BAVS-A
Toshiba,RAS-34BKVS-A / RAS-34BAVS-A,Approved,Non Ducted,China,2.88,9.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a115a07de?text=ToshibaRAS-34BKVS-A / RAS-34BAVS-A
GREE,GWH24QE-K6DNA1D/I / GWH24QE-K6DNA1D/O,Approved,Non Ducted,China,1.8,7,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff798dab72?text=GREEGWH24QE-K6DNA1D/I / GWH24QE-K6DNA1D/O
GREE,GWH24QE-K6DNB2D/I / GWH24QE-K6DNA1D/O,Approved,Non Ducted,China,1.8,7,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e10?text=GREEGWH24QE-K6DNB2D/I / GWH24QE-K6DNA1D/O
GREE,GWH24QE-K6DNC8D/I / GWH24QE-K6DNA1D/O,Approved,Non Ducted,China,1.8,7,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c209919c19?text=GREEGWH24QE-K6DNC8D/I / GWH24QE-K6DNA1D/O
GREE,GWH24QE-K6DN***/I / GWH24QE-K6DNA1D/O,Approved,Non Ducted,China,1.8,7,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a125a07de?text=GREEGWH24QE-K6DN***/I / GWH24QE-K6DNA1D/O
GREE,GWH28QE-K6DNA1D/I / GWH28QE-K6DNA1D/O,Approved,Non Ducted,China,2.2,8,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff808dab73?text=GREEGWH28QE-K6DNA1D/I / GWH28QE-K6DNA1D/O
GREE,GWH28QE-K6DNB2D/I / GWH28QE-K6DNA1D/O,Approved,Non Ducted,China,2.2,8,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e11?text=GREEGWH28QE-K6DNB2D/I / GWH28QE-K6DNA1D/O
GREE,GWH28QE-K6DNC8D/I / GWH28QE-K6DNA1D/O,Approved,Non Ducted,China,2.2,8,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd164fc500?text=GREEGWH28QE-K6DNC8D/I / GWH28QE-K6DNA1D/O
GREE,GWH28QE-K6DN***/I / GWH28QE-K6DNA1D/O,Approved,Non Ducted,China,2.2,8,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d83?text=GREEGWH28QE-K6DN***/I / GWH28QE-K6DNA1D/O
PANASONIC,S-125PU2E5A/U-125PE1R8A,Approved,Non Ducted,China,3.37,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd55?text=PANASONICS-125PU2E5A/U-125PE1R8A
PANASONIC,S-100PU2E5A/U-100PE1R5A,Approved,Non Ducted,China,2.34,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c152133b59?text=PANASONICS-100PU2E5A/U-100PE1R5A
PANASONIC,S-100PU2E5A/U-100PE1R8A,Approved,Non Ducted,China,2.34,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62446ca7c35?text=PANASONICS-100PU2E5A/U-100PE1R8A
PANASONIC,S-71PU2E5A/U-71PE1R5A,Approved,Non Ducted,China,1.8,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b1413edcd?text=PANASONICS-71PU2E5A/U-71PE1R5A
PANASONIC,S-60PU2E5A/U-60PE1R5A,Approved,Non Ducted,China,1.46,6,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11949014b11?text=PANASONICS-60PU2E5A/U-60PE1R5A
GREE,GMV-Q224WM/B-X(A) / GMV-ND36PHS/B1-T,Approved,Ducted,China,6.55,22.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473488?text=GREEGMV-Q224WM/B-X(A) / GMV-ND36PHS/B1-T
Diamond,PV026,Approved,Ducted,Australia,7.6,26.05,R410A,Cooling Only,,http://via.placeholder.com/150/39c0bc1765cc?text=DiamondPV026
CAA,VPA030,Approved,Ducted,Australia,9.038,31.266,R410A,Reverse Cycle,,http://via.placeholder.com/150/86204c6e2a49?text=CAAVPA030
CAA,VPA030C3AC,Approved,Ducted,Australia,9.038,31.266,R410A,Reverse Cycle,,http://via.placeholder.com/150/17db7a799fd13?text=CAAVPA030C3AC
CAA,VPA030R3AC,Approved,Ducted,Australia,9.038,31.266,R410A,Reverse Cycle,,http://via.placeholder.com/150/a0793d82bfb18?text=CAAVPA030R3AC
CAA,VPA045,Approved,Ducted,Australia,13.04,44.64,R410A,Reverse Cycle,,http://via.placeholder.com/150/c9d73202b04e?text=CAAVPA045
CAA,VPA045C3AC,Approved,Ducted,Australia,13.04,44.64,R410A,Reverse Cycle,,http://via.placeholder.com/150/d0a323394c8c?text=CAAVPA045C3AC
CAA,VPA045R3AC,Approved,Ducted,Australia,13.04,44.64,R410A,Reverse Cycle,,http://via.placeholder.com/150/bae2aa412f55?text=CAAVPA045R3AC
ACTRON AIR,CAY620T / EVY620T,Approved,Ducted,Australia,20.5,60.8,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/59542c0c8dfe?text=ACTRON AIRCAY620T / EVY620T
ACTRON AIR,PKY620T,Approved,Ducted,Australia,20.5,60.8,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/de28bc251bba?text=ACTRON AIRPKY620T
ACTRON AIR,CAY540T / EVY540T,Approved,Ducted,Australia,17.57,51.85,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/89a327760580?text=ACTRON AIRCAY540T / EVY540T
ACTRON AIR,PKY540T,Approved,Ducted,Australia,17.57,51.85,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/4c674af4694b?text=ACTRON AIRPKY540T
GREE,GMV-Q280WM/B-X(A) / GMV-ND56PHS/B1-T,Approved,Ducted,China,8.7,28,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=GREEGMV-Q280WM/B-X(A) / GMV-ND56PHS/B1-T
GREE,GMV-Q335WM/B-X(A) / GMV-ND56PHS/B1-T,Approved,Ducted,China,9.86,33.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c209919c19?text=GREEGMV-Q335WM/B-X(A) / GMV-ND56PHS/B1-T
Mitsubishi Electric,MFZ-KJ25VE,Approved,Non Ducted,Japan;Thailand,0.54,2.538,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a125a07de?text=Mitsubishi ElectricMFZ-KJ25VE
TECO,TWS26H3DVEM/TSO26H3DVEM,Approved,Non Ducted,China,0.54,2.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff808dab73?text=TECOTWS26H3DVEM/TSO26H3DVEM
TECO,TWS37H3DVEM/TSO37H3DVEM,Approved,Non Ducted,China,0.83,3.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e11?text=TECOTWS37H3DVEM/TSO37H3DVEM
TECO,TWS53H3DVEM/TSO53H3DVEM,Approved,Non Ducted,China,1.4,5.3,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd164fc500?text=TECOTWS53H3DVEM/TSO53H3DVEM
TECO,TWS72H3DVEM/TSO72H3DVEM,Approved,Non Ducted,China,2.05,7.2,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d83?text=TECOTWS72H3DVEM/TSO72H3DVEM
TECO,TWS81H3DVEM/TSO81H3DVEM,Approved,Non Ducted,China,2.3,8.2,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd55?text=TECOTWS81H3DVEM/TSO81H3DVEM
Toshiba,RAS-36BKVS-A / RAS-36BAVS-A,Approved,Non Ducted,China,3.23,10.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c152133b59?text=ToshibaRAS-36BKVS-A / RAS-36BAVS-A
FUJITSU,ASTG18KMCB - AOTG18KMCB,Approved,Non Ducted,China,1.22,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62446ca7c35?text=FUJITSUASTG18KMCB - AOTG18KMCB
FUJITSU,ASTG22KMCB / AOTG22KMCB,Approved,Non Ducted,China,1.59,6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b1413edcd?text=FUJITSUASTG22KMCB / AOTG22KMCB
FUJITSU,ASTG24KMCB / AOTG24KMCB,Approved,Non Ducted,China,2.01,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11949014b11?text=FUJITSUASTG24KMCB / AOTG24KMCB
Braemar,MCMX080D104/MDHX022D1B/MDHX040D1B,Approved,Both,China,2.1,8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473488?text=BraemarMCMX080D104/MDHX022D1B/MDHX040D1B
Braemar,MCMX100D105/MDHX022DIB/MDHX032D1B,Approved,Both,China,2.9,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=BraemarMCMX100D105/MDHX022DIB/MDHX032D1B
Braemar,MCMX120D107/MDHX022D1L/MDHX032D1L,Approved,Both,China,3.45,12.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a49?text=BraemarMCMX120D107/MDHX022D1L/MDHX032D1L
Braemar,MCMX140D108/MDHX022D1L/MDHX040D1L,Approved,Both,China,4.2,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd13?text=BraemarMCMX140D108/MDHX022D1L/MDHX040D1L
Braemar,MCMX160D109/MDHX032D1L,Approved,Both,China,4.5,15.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb18?text=BraemarMCMX160D109/MDHX032D1L
MDV,WMV,Approved,Non Ducted,China,0.59,2.55,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d73202b04e?text=MDVWMV
MDV,WMV-26/QD3GW,Approved,Non Ducted,China,0.59,2.55,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a323394c8c?text=MDVWMV-26/QD3GW
MDV,WMVA-26/QD3GW,Approved,Non Ducted,China,0.59,2.55,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f55?text=MDVWMVA-26/QD3GW
MDV,WMV,Approved,Non Ducted,China,0.87,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=MDVWMV
MDV,WMV-35/QC8GW,Approved,Non Ducted,China,0.87,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=MDVWMV-35/QC8GW
MDV,WMVA-35/QC8GW,Approved,Non Ducted,China,0.87,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a327760580?text=MDVWMVA-35/QC8GW
MDV,WMV,Approved,Non Ducted,China,1.4,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=MDVWMV
MDV,WMV-50/QC6GW,Approved,Non Ducted,China,1.4,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=MDVWMV-50/QC6GW
MDV,WMVA-50/QC6GW,Approved,Non Ducted,China,1.4,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c209919c19?text=MDVWMVA-50/QC6GW
MDV,WMV,Approved,Non Ducted,China,2,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a125a07de?text=MDVWMV
MDV,WMV-71/QC4GW,Approved,Non Ducted,China,2,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff808dab73?text=MDVWMV-71/QC4GW
MDV,WMVA-71/QC4GW,Approved,Non Ducted,China,2,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e11?text=MDVWMVA-71/QC4GW
MDV,WMV,Approved,Non Ducted,China,2.3,8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd164fc500?text=MDVWMV
MDV,WMV-80/QC3GW,Approved,Non Ducted,China,2.3,8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d83?text=MDVWMV-80/QC3GW
MDV,WMVA-80/QC3GW,Approved,Non Ducted,China,2.3,8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd55?text=MDVWMVA-80/QC3GW
Braemar,MCHX224D313/MDHX036D1HA,Approved,Both,China,6.6,22.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c152133b59?text=BraemarMCHX224D313/MDHX036D1HA
Braemar,MCHX280D316/MDHX056D1HA,Approved,Both,China,8.65,28,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62446ca7c35?text=BraemarMCHX280D316/MDHX056D1HA
Braemar,MCHX335D319/MDHX056D1HA,Approved,Both,China,10.41,33.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b1413edcd?text=BraemarMCHX335D319/MDHX056D1HA
York,YHKE09XEAATA-RX \ YHKE09YEAATAO-X,Approved,Non Ducted,China,0.67,2.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11949014b11?text=YorkYHKE09XEAATA-RX \ YHKE09YEAATAO-X
Solano,VAC-09,Approved,Non Ducted,China,0.67,2.58161,R410A,Reverse Cycle,,http://via.placeholder.com/150/375b0a473488?text=SolanoVAC-09
Solano,VAC-12,Approved,Non Ducted,China,0.84,3.24928,R410A,Reverse Cycle,,http://via.placeholder.com/150/39c0bc1765cc?text=SolanoVAC-12
Solano,VAC-18,Approved,Non Ducted,China,1.48,5.38017,R410A,Reverse Cycle,,http://via.placeholder.com/150/86204c6e2a49?text=SolanoVAC-18
Solano,VAC-24,Approved,Non Ducted,China,2.05,7,R410A,Reverse Cycle,,http://via.placeholder.com/150/17db7a799fd13?text=SolanoVAC-24
Solano,VAC-28,Approved,Non Ducted,China,2.35,7.8,R410A,Reverse Cycle,,http://via.placeholder.com/150/a0793d82bfb18?text=SolanoVAC-28
FUJITSU,AOTG45LBLA6 / ASTG07LVCC / ASTG09LVCC,Approved,Non Ducted,China,3.57,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d73202b04e?text=FUJITSUAOTG45LBLA6 / ASTG07LVCC / ASTG09LVCC
FUJITSU,AOTG36LBLA5 / ASTG07LVCC / ASTG09LVCC,Approved,Non Ducted,China,2.44,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a323394c8c?text=FUJITSUAOTG36LBLA5 / ASTG07LVCC / ASTG09LVCC
AirSmart,Venturi-700,Approved,Ducted,Canada;China;Australia,5.35,17,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f55?text=AirSmartVenturi-700
FUJITSU,AUTA45LCLU / AOTA45LCTL,Approved,Non Ducted,Thailand;China,3.89,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=FUJITSUAUTA45LCLU / AOTA45LCTL
Carrier,38CMS051 / 42QHC026,Approved,Non Ducted,China,1.44,5.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=Carrier38CMS051 / 42QHC026
MITSUBISHI HEAVY INDUSTRIES,FDE125VG/FDC125VSX,Approved,Non Ducted,Thailand,3.61,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a327760580?text=MITSUBISHI HEAVY INDUSTRIESFDE125VG/FDC125VSX
Braemar,MCRX224D313/MDHX036D1HA,Approved,Both,China,6.55,22.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=BraemarMCRX224D313/MDHX036D1HA
MDV,CSV-70/QC3W,Approved,Non Ducted,China,2.1,7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=MDVCSV-70/QC3W
FUJITSU,ABTA45LAT/AOTA45LCTL,Approved,Non Ducted,Thailand,3.56,11.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c209919c19?text=FUJITSUABTA45LAT/AOTA45LCTL
FUJITSU,AUTA36LCLU/AOTA36LCTL,Approved,Non Ducted,Thailand;China,2.94,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a125a07de?text=FUJITSUAUTA36LCLU/AOTA36LCTL
FUJITSU,ARTA45LATU/AOTA45LCTL,Approved,Ducted,Thailand,3.56,11.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff808dab73?text=FUJITSUARTA45LATU/AOTA45LCTL
FUJITSU,ARTA36LATU/AOTA36LCTL,Approved,Ducted,Thailand,3.11,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e11?text=FUJITSUARTA36LATU/AOTA36LCTL
Braemar,MCRX280D316/MDHX056D1HA,Approved,Both,China,8.7,28,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd164fc500?text=BraemarMCRX280D316/MDHX056D1HA
Braemar,MCRX335D319/MDHX056D1HA,Approved,Both,China,9.86,33.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d83?text=BraemarMCRX335D319/MDHX056D1HA
FUJITSU,ASTG09KMCB/AOTG09KMCB,Approved,Non Ducted,China,0.51,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd55?text=FUJITSUASTG09KMCB/AOTG09KMCB
FUJITSU,ASTG12KMCB/AOTG12KMCB,Approved,Non Ducted,China,0.86,3.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c152133b59?text=FUJITSUASTG12KMCB/AOTG12KMCB
MDV,CSV-105/QC3W,Approved,Non Ducted,China,3.18,10.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62446ca7c35?text=MDVCSV-105/QC3W
Carrier,38CMS071 / 42QHC020 / 42QHC026,Approved,Non Ducted,China,2.03,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b1413edcd?text=Carrier38CMS071 / 42QHC020 / 42QHC026
Carrier,38CMS083 / 42QHC020,Approved,Non Ducted,China,2.35,8.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11949014b11?text=Carrier38CMS083 / 42QHC020
Carrier,38CMS098 / 42QHC020 / 42QHC026,Approved,Non Ducted,China,2.8,9.8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473488?text=Carrier38CMS098 / 42QHC020 / 42QHC026
Carrier,38CMS131 / 42QHC026 / 42QHC035,Approved,Non Ducted,China,3.9,13.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=Carrier38CMS131 / 42QHC026 / 42QHC035
Carrier,42KHC026 / 38KHC026,Approved,Non Ducted,China,0.68,2.6,R410A,Cooling Only,TRUE,http://via.placeholder.com/150/86204c6e2a49?text=Carrier42KHC026 / 38KHC026
Carrier,42KHC051 / 38KHC051,Approved,Non Ducted,China,1.5,5.1,R410A,Cooling Only,TRUE,http://via.placeholder.com/150/17db7a799fd13?text=Carrier42KHC051 / 38KHC051
Rinnai,DINLR07Z72/ DONSR07Z72,Approved,Ducted,China,2.07,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb18?text=RinnaiDINLR07Z72/ DONSR07Z72
Carrier,42KHC064 / 38KHC064,Approved,Non Ducted,China,1.9,6.4,R410A,Cooling Only,TRUE,http://via.placeholder.com/150/c9d73202b04e?text=Carrier42KHC064 / 38KHC064
Panasonic,CU-2E18SBR / CS-MRE7QKR / CS-MRE12QKR,Approved,Non Ducted,Malaysia,1.4,5.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a323394c8c?text=PanasonicCU-2E18SBR / CS-MRE7QKR / CS-MRE12QKR
MDV,CSV-125/QC3W,Approved,Non Ducted,China,3.79,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f55?text=MDVCSV-125/QC3W
MDV,CDV-100/QC3W,Approved,Ducted,China,3.05,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=MDVCDV-100/QC3W
Panasonic,CU-3E18SBR,Approved,Non Ducted,Malaysia,1.2,5.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=PanasonicCU-3E18SBR
Rinnai,DONSR10Z72/ DINLR10Z72,Approved,Ducted,China,3.02,9.9,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a327760580?text=RinnaiDONSR10Z72/ DINLR10Z72
